COD_ENCUESTADO,Nombre Campus,NIVEL ACTUAL,Clave de carrera,Ciclo,COMENTARIO,IND_GEA,IND_DELEGADO,CANT_CURSOS_MATRICU_SIN_INGLES,UOD_depostista_ind_deportista,NPS
28865,3,FC,110,10, Las restricciones web no facilitan mis labores academicas,,,5.0,,3
6990,3,AC,16,2, Dejar de subir la mensualidad. Dar becas a tercio superior,,,6.0,,3
6415,1,AC,31,1, La tecnologÕa es un poco fastidiosa,,,5.0,,2
12955,1,AC,33,1, Podrian mejorar en hacerlo màs real. Por ejemplo enatomia. Que sea con cadaveres,,Delegado,8.0,,3
32380,2,FC,101,4, La experiencia y la cultura,,,4.0,,4
1572,1,AC,37,6, En los horarios de los buses,,,7.0,,2
5697,3,AC,14,2, La dinàmicaa de los pofesore y el inter_s que ponen en cada uno de los alumnos. Aunque deberÕan reforzar a los profesores de càlculo y de fundamentos para el càlculo donde sus alumnos reprueban màs. Tenganlo en consideraciÑn para modificar el m_todo de enseÐanza. Gracias de antemano.,,Delegado,6.0,,4
9456,3,AC,8,3, No deberian de convertir la mayoria de cursos en blended,,,4.0,,2
32454,4,FC,108,3, Valoro la oportunidad y facilidad que me ofrece la universidad para poder cumplir con mi objetivo de graduarme de una carrera universitaria.,,,4.0,,4
9095,3,AC,7,2," La tecnologÕa q se implementa a la hora de enseÐar,el sistema de autoprestamo de libros y impresiÑn,el servicio de poder reservar zonas deportivas",,,5.0,,4
10804,3,AC,18,6, Instalaciones,,Delegado,6.0,,4
25632,3,FC,103,1, ser mas felxibles en los horarios. cosiderando que nosotros trabajamos y desempeÐamos responsabilidades familiares y radicamos en provincia.,,,4.0,,3
20877,4,AC,2,3," Mejorar el blackboard, y evitar poner muchos cursos blended",,,6.0,,2
370,4,AC,25,6, Los nuevos laboratorios que està implementado,,,5.0,,4
18054,3,AC,27,5, falta de laboratorios y softwares para poner en practica lo teÑrico,,,6.0,,3
31635,2,FC,101,1, En el aspecto de matemàtica deberÕan realizar ejercicios que vengan en el examen en las por qu_ suele pasar que viene el examen y muchos no saben realizar el procedimiento,,,4.0,,3
24612,3,AC,29,1, Realmente todo està en orden,,,4.0,,3
13259,3,AC,3,3," Los cursos blended es favorable para el prestigio de la universidad, pero muchos alumnos no entienden las clases por internet y mejor es que el mismo profesor te explique",,,6.0,,3
27688,3,FC,101,5, La calidad de enseÐanza en sus profesores y los temas impartidos en los cursos.,,,4.0,,4
25279,3,FC,101,6, este ciclo hubo cruce de salones al inicio de clases,,,4.0,,2
31643,3,FC,105,9," Faltan màs horarios para los alumnos que estàn terminando la carrera. Hay cursos que sÑlo tienen un o dos salones. Infraestructura, no hay espacios sin que sea al aire libre para sentarse.",,,3.0,,3
30431,1,FC,107,7, Los blended no sirven,,,4.0,,1
19559,3,AC,3,1," Màs horarios disponibles al momento de las matrÕculas, los micros de afuera por la bocina molestan a los q estàn en el b, d",,,5.0,,3
32381,1,FC,108,3, Valoro el compromiso que dan los profesores con los alumnos.,,,4.0,,4
12014,3,AC,7,2," Si es en arquitectura sÕ, porque es muy buena y està lleno de profesionales",,,3.0,,4
11377,4,AC,5,1, Buena calidad de enseÐanza,,,4.0,,4
4199,3,AC,6,5, Hay mucha cantidad de alumnos en especial en la sede Monterrico.muchas veces la biblioteca revienta. DeberÕan ver la manera de contruir màs salones y otro tipo de infraestructura.,,,7.0,,3
19267,3,AC,14,5, Sus cursos diferentes y su,GEA,,7.0,,4
28652,2,FC,101,9, El prestigio,,,4.0,,4
11536,4,AC,3,1, La mayorÕa de profes se encargan de que entiendas sus clases,,Delegado,5.0,,4
30520,3,FC,108,10, Falta màs investigaciÑn.,,,4.0,,3
17497,1,AC,31,7, Faltan libros en la biblioteca.,GEA,,7.0,,3
19308,2,AC,7,1, La mejor experiencia,,Delegado,3.0,,4
18719,3,AC,25,1, Deben mejorar el wifi y poner talleres los dÕas martes y mi_rcoles.,,,5.0,,3
30592,2,FC,101,2, Porque es completa en cuanto a enseÐanza y sobree todo cuenta con los mejores profesores,,,2.0,,4
18951,2,AC,7,2," Mejorar la cafeterÕa o implementar servicios de comida adicionales( bebidas, etc)",,,3.0,,3
17559,3,AC,15,7," Muy malos horarios, estoy sumamente disgustada con los horarios que colocan, los alumnos deben practicar (por que USTEDES lo piden) y no es posible que se pague tanto para que no hablan salones y me retrasen màs.",,,7.0,,2
17995,3,AC,3,4, Porque tiene los recursos necesarios para aprender. Lo Ïnico que nos disgusta es que haya una p_sima atenciÑn en atenciÑn al alumno,,,7.0,,4
28782,3,FC,110,1, La infraestructura y los materiales didacticos son de mucha utilidad asi como las herramientas tecnologicas,,,4.0,,4
19710,3,AC,25,2, que te dan todo los beneficios para que uno pueda desarrollarse como un profesional.,,,6.0,,4
28921,1,FC,107,6, Mejorar en los servicios de informaciÑn por tel_fono.,,,2.0,,3
17886,3,AC,32,2," Problemas en el momento de las matrÕculas, el internet de la universidad es demasiado lento.",,,2.0,,3
15234,3,AC,32,1, Porque cada ciclo mejora su m_todo de enseÐanza y el contenido de los cursos,,Delegado,3.0,,4
18887,4,AC,13,5, El centro de atenciÑn al alumno no es eficiente.,,,7.0,,3
6626,4,AC,14,3, Cursos blended,,,6.0,,4
20220,3,AC,31,1," Creo que deberÕan mejorar en que aumenten màs cubÕculos , y que no deberÕan cobrar tanto a los que estàn llevando sÑlo 4 cursos",,,4.0,,3
1739,4,AC,21,1," El campus de San Isidro es muy pequeÐo y deberÕan ser màs cuidadosos con el ingreso a la universidad; puesto que, ingresa gente que no tiene nada de conocimientos acad_micos y solo estàn para presumir su dinero.",,,5.0,,2
30914,2,FC,106,1, Falta que algunos profesores tengan mayor dinamismo Y capacidad para hacer que el alumno se interese màs en vivir la experiencia universidad.,,,2.0,,2
29262,3,FC,107,1, Bajar _l costo,,,4.0,,3
21852,2,AC,12,1, Mejorar la infraestructura de san Miguel,,,7.0,,3
20632,3,AC,24,1, En los sitios,,,3.0,,3
15047,3,AC,39,1," Falta de atenciÑn en el sÑtano del pabellon E, mesas en la cafeterÕa y el wifi es muy malo.",,,7.0,,2
10206,3,AC,30,5, Existen accidentes en las aulas. Deberia haber mas cuidado en ello.,,,6.0,,2
31575,2,FC,106,1, informacion,,,4.0,,3
7669,1,AC,33,2, La tecnologia nos permite aprender de una manera mas facil y nos incentiva a seguir estudiando,,,6.0,,4
26851,4,FC,101,9," La calidad de profesores, la metodologÕa blended",,,3.0,,4
9759,1,AC,5,2, Porque tienen un buen nivel de enseÐanza,,,6.0,,4
30714,2,FC,107,6," La enseÐanza es màs teÑrica . No hay muchos laboratorios. Por lo que veo en EPE. Si es posible, recomendarÕa realizar un pregrado.",,,3.0,,3
12504,2,AC,30,1," Algunos profesores no tienen la experiencia ni buenos metodos para la enseÐanza. Por otro lado, en la sede San Miguel hay demasiados alumnos y los lugares como la cafeteria se llenan.",,,2.0,,3
25669,2,FC,107,3, Ayudar a los alumnos EPE que viven lejos .. Tenemos dificultad para regresar a las 11pm de clases,,,2.0,,3
14517,3,AC,7,8, Excelente,,Delegado,5.0,,4
15485,3,AC,6,2, La calidad de los profesores,,,6.0,,4
29132,3,FC,106,3, La infraestructura,,,2.0,,4
14574,1,AC,4,1," AÏn estoy muy poco tiempo para saber si podrÕa recomendarla, pero por ahora mi experiencia es beneficiosa.",,,4.0,,3
17426,2,AC,31,1, Creo que se necesita mas lugares de estudio mas cubiculos,,,2.0,,3
15212,1,AC,25,4, Por que tiene buenos profesores y una excelente enseÐanza.,,,4.0,,4
33392,4,PRESENCIAL,217,1," En la evaluaciÑn para escoger a sus amestros, hemos tenido muy buenos y otros regulares; el servicio de secretaria debe de ser màs ràpido y las aplicaciones en el sistema suelen bajarse fuera de fecha",,,,,3
22437,3,AC,15,9, No estoy satisfecha con el àrea administrativa y la poca organizaciÑn para la matrÕcula.,,,6.0,,2
7455,4,AC,25,1, Mas espacios de estudio,,,5.0,,3
11380,4,AC,2,2," Pienso que la modalidad de ingreso a los estudiantes es muy mala y desprestigia a la universidad, asi mismo los correos que llegan para resolver las practicas virtuales y tambi_n la filtraciÑn de examenes es para tener en cuenta, porque al final los que si estudiamos sacamos menos nota que los que no estudiaron por la filtraciÑn de dicho examen. Ademàs los profesores son muy contemplativos a la hora corregir y alguien que debe sacar 11 le ponen 15 lo cual me parece muy injusto. Fuera de eso el n",,,6.0,,3
12943,1,AC,33,2, Su nivel acad_mico,,,6.0,,3
16269,4,AC,11,3, InnovaciÑn,,,4.0,,4
28968,3,FC,104,1, El metodo de enseÐanza los talleres,,,3.0,,4
22364,1,AC,5,1, Aumento de aulas para los alumnos.,,,5.0,,2
11430,3,AC,34,4," Sistemas virtuales, algunos sÕlabus y mallas curriculares, procesos como matrÕcula",,,6.0,,3
8787,3,AC,3,5, La calidad de enseÐanza,,,6.0,,4
2658,1,AC,33,1, Pension,,,2.0,,1
3067,4,AC,15,7, Una mejor distribuciÑn de horarios,,,6.0,,3
1296,4,AC,15,1, Espacio tecnologico,,,6.0,,2
30099,1,FC,101,2, Los cubiculos paran llenos,,,4.0,,3
25175,3,AC,5,5," Mejores profesores, mejores clases, mejor material. Fakta fomentar mas cultura a traves de espacios y eventos artisticos de todo tipo.",,,6.0,,2
21202,3,AC,31,2, El compromiso que tienen con el alumno para desarrollar su Ñptimo desempeÐo en sus estudios.,,Delegado,5.0,,4
899,3,AC,27,1, Màs deportes,,,5.0,,3
7384,1,AC,25,4, Dictan muchos cursos blendel,,,5.0,,3
8987,3,AC,23,1, Infraestructura y malla educativa,,,6.0,,4
9113,3,AC,7,1, La enseÐanza es muy buena,,,3.0,,4
31504,2,FC,101,4, El manejo de su infraestrutura y su valor agregado de la seguridad interna e externa,,Delegado,2.0,,4
1959,3,AC,16,2," Atencion al alumno, pensiones",,,4.0,,3
7842,4,AC,5,2, Mejorar el m_todo de enseÐanza de los profesores,,,6.0,,3
14491,1,AC,33,2, La tecnologÕa y facilidades (bus y gym),,,5.0,,4
25045,4,AC,5,4, Bienos profes,,Delegado,7.0,,4
18852,1,AC,35,4, Necesitamos màs espacio para el comedor en hora punta,,,7.0,,3
31154,3,FC,101,4, deberÕan sacar las macs de apple y volver a poner las computadoras convencionales para los cubÕculos,,,4.0,,3
9630,3,AC,6,4, Prestigio al ingresar,,,7.0,,3
22026,1,AC,14,7," Hacer màs talleres de motivaciÑn para el alumno, hacer cosas aquÕ en villa no sÑlo en Monterrico!",,,8.0,,3
1944,4,AC,20,1," La calidad de enseÐanza,la biblioteca porque es un lugar donde tu puedes estudiar con mucha tranquilidad.",,,5.0,,4
18670,3,AC,7,8, Sistema y infraestructura,,,4.0,,2
16872,2,AC,31,1, DeberÕa de haber mas seÐalizaciÑnes para los cachimbos o personas que no conocen,,,4.0,,3
19086,3,AC,15,1, QUE PONGAN EL MEN DEL DA EN LA APP MI universidad,,,5.0,,3
4772,4,AC,29,6, Muy buena,,Delegado,6.0,,4
28571,3,FC,109,1, La enseÐanza,,,4.0,,4
17117,1,AC,37,2, MatrÕcula y mejores horarios de clases,,,6.0,,3
32925,2,FC,101,3, Valoro mucho la flexibilidad que brindan en los horarios para poder lograr los objetivos de alcanzar una profesion,,,4.0,,4
10346,3,AC,25,1, Su experiencia y la ayuda que brindan para ser mejores profesionales,,,5.0,,4
1021,1,AC,25,3, debe ser màs ràpido,,,3.0,,3
1840,4,AC,5,2, Internet,,,3.0,,3
8242,4,AC,5,1, Los profesores,,,3.0,,4
25875,3,FC,109,1," Porque es unas mejores universidades,los programas que tienen son muy interesante, y como tambi_n en formaciones EPE.",,,3.0,,4
25754,3,FC,103,4, MAS INFORMACION DE LOS CURSOS Y DE LA CARRERA PARA PODER ACTUALIZARNOS Y NUTRIRNOS DE INFORMACION ACTUALIZADA.,,,4.0,,3
22238,3,AC,10,7, Mal servicio,,,7.0,,2
3364,4,AC,3,2, Implementar màs espacios para estudiar cÑmo cubiculos y màs espacios para poder descansar o relajarse. Ademàs las clases BLENDED son difÕciles de entender en los cursos de matemàtica.,,,6.0,,3
27832,3,FC,103,1, Por ser una.Universidad reconocida,,,4.0,,4
15741,2,AC,17,1," El campus, la atenciÑn y sobre todo la atenciÑn de los docentes hacia los alumnos.",,,5.0,,4
4847,1,AC,36,1, La metodologÕa de enseÐanza,,,3.0,,4
29828,1,FC,101,2," Deberian haber talleres para las pc, y que los profesores nos enseÐen el tema, pero cuando vienen las pc nos ponen las preguntas dificiles.",,,4.0,,3
7130,3,AC,31,1, Un detalle seria que dejen de subir la pension cada aÐo,,,4.0,,3
30093,3,FC,101,4, mejorar la metodologÕa de la enseÐanza. y los equipos,,,4.0,,3
24189,4,AC,26,2, En cubiculos,,,2.0,,3
2992,4,AC,31,1, Porque me gusta,,,6.0,,2
8749,4,AC,5,2, La calidad de la enseÐanza,,,5.0,,4
16900,2,AC,5,1," En atenciÑn al alumno, deberÕan atender mejor el servicio, sea presencial o telefÑnico, ya que por contacto web no dan ni una soluciÑn a algÏn problema.",,,4.0,,3
20406,3,AC,31,1, Que algunos cursos est_n màs enfocados a la carrera,,,4.0,,3
12101,4,AC,3,2, Mejor atencion al alumno. Una cancha de futbol de san isidro,,,6.0,,3
16917,1,AC,37,1," Buena , pero uno debe de estar acostumbrado a trabajar con diferentes niveles de presion",,,2.0,,3
4221,3,AC,7,1, Lo recomendaria 100% si fuera arquitectura,,,4.0,,2
11901,4,AC,31,1, El uso de la tecnologÕa,,,4.0,,4
27606,3,FC,109,3, Infraestructura,,,4.0,,4
3516,2,AC,3,1, La educacion,,,4.0,,4
27780,3,FC,106,2," En el primer ciclo el modo blended estaba muy bien tenÕamos clases presenciales y virtuales,se desarrollaban temas en ambas clases, ahora toda la clase es virtual y la presencial es para hacer ejercicios y si la teorÕa no quedo clara no se puede avanzar y lo que creo mucho retraso en mi clase de economÕa. Tambi_n habÕan talleres para reforzar semanalmente pero para el caso de economÕa solo se abriràn antes de los exàmenes lo cual no es mucha ayuda porque son varios temas y muchas dudas. Tampoco",,,4.0,,2
8681,2,AC,28,1, El 2 no tiene los mismos mecanismos como los otros campus,,,4.0,,2
11608,4,AC,25,2, La exigencia,,Delegado,5.0,,4
22775,1,AC,9,3, Lo.mejor de la universidad es mi amigo Diego,,Delegado,7.0,,4
758,3,AC,31,1, En calidad de servicio,,,5.0,,3
15729,1,AC,25,2, Falta mas espacios,,,6.0,,2
2810,3,AC,15,5," su atenciÑn a los alumnos, en la importancia que les den un mejor servicio y no solo en lucrar",,Delegado,6.0,,3
10230,3,AC,7,9, La pensiÑn es muy cara,,,4.0,,3
6135,3,AC,3,2, Considero que las carpetas deberÕan ser màs grandes. Ya que hay salones en los cuales se trabaja con laptop y cuadernos y nos es imposible trabajar con ambas juntos,,,5.0,,2
2029,2,AC,28,1," La buena infraestructura, los beneficios que ofrecen a los alumnos, sobretodo las diferentes y cada vez màs gratas experiencias para nosotros los alumnos. Gracias.",,,5.0,,4
2462,4,AC,5,8, atencion al alumno,,,6.0,,3
21082,3,AC,9,1, Porque tienes profesores interesantes y variedad de carreras.,,,6.0,,3
1605,2,AC,29,2, Es chevere,,,5.0,,4
14117,4,AC,25,2, Tiene buenas lugares de estudio,,,4.0,,4
21915,4,AC,25,1, El plan de estudio es b ueno y te brindan facilidades en los estudios,,,4.0,,3
29630,3,FC,101,2," La calidad y nivel de enseÐanza, los laboratorios y biblioteca,",,,1.0,,4
734,3,AC,31,1, porque tiene una acreditaciÑn institucional,,Delegado,7.0,,4
20022,1,AC,11,3, Poco estacionamiento. Mala atenciÑn de parte de los lÕderman. No hay suficiente libros para los alumnos. Pocos cubiculos.,,,6.0,,2
26303,1,FC,105,1, Informacion de horarios exactos,,,4.0,,3
24902,3,AC,11,1, Cobran por todo.,,Delegado,7.0,,3
10352,1,AC,7,2, Porque tiene buena estructura,,,5.0,,3
13723,1,AC,5,4, Demasiado alumnado. Las colas de stansa son muy extensas.,,Delegado,6.0,,3
18841,1,AC,37,1, En los buses,,,6.0,,2
6504,1,AC,25,4, Porque cuenta con herramientas muy adecuadas para el aprendizaje.,,,5.0,,4
22314,1,AC,16,7," Cursos, calidad de matrÕcula, mejores servicios",,,3.0,,3
16759,2,AC,5,2, Faltan cubiculos para hacer trabajos y las clase online la mayoria de alumnos comprenden,,,7.0,,2
7885,4,AC,9,1," Me encanta , es acogedora , todos son muy amables , te enseÐan sÏper bien , la comunicaciÑn con el profesor es muy amigable",,,4.0,,4
20847,3,AC,31,4, es muy buena,,,5.0,,4
12997,3,AC,5,1, Las aulas no tienen aire acondicionado,,,5.0,,1
24745,3,AC,14,8," Malla curricular, la carrera de Contabilidad necesita màs cursos del mismo",,,7.0,,2
27391,3,FC,107,4, No existe talleres al 100% en todos los cursos de EPE.,,Delegado,4.0,,2
20185,3,AC,25,1, La velocidad del internet,,,5.0,,3
7078,4,AC,12,2, Buen nivel de clases,,,7.0,,4
6878,4,AC,25,1," Su ensenanza, el trato de los maestros",,,5.0,,4
16760,2,AC,5,2, En los cursos blended,,,6.0,,2
14681,3,AC,5,2," No metan tanto curso blended solo para tener mas capacidad. Hay cursos que no funcionan blended como calculo y otros cursos relacionados con matematica, o almenos cambien la dinamica virtual porque en las diapos de la sesion online no se entiende nada",,,2.0,,3
12994,2,AC,14,1, Los servicios que nos brindan,,,5.0,,4
27123,3,FC,107,10, Mejorar que el sistema de aula virtual no se sature,,,4.0,,3
31570,3,FC,104,5, InnovaciÑn,,,1.0,,4
21636,4,AC,3,1, Màs espacio y àreas para poder estudiar,,,3.0,,3
10440,4,AC,28,6, Falta calidad educativa (cursos),,Delegado,6.0,,2
15706,3,AC,3,1, Hacer las cosas por escrito,,,7.0,Deportista,3
26767,3,FC,109,1, Nivel academico,,,4.0,,3
10443,4,AC,28,7, Renovar los cursos,,Delegado,7.0,,3
11979,1,AC,25,4, En monitorear a los profesore ya que no todos cumplen con el temario y mu CV os,,Delegado,4.0,,3
15512,3,AC,7,9," No hay muchas areas o espacios para estar , faltan espacios de cafeterÕa y espacios de trabajos para estudiantes de arquitectura",,,4.0,,3
27924,4,FC,107,1, En explicar màs los trabajos,,,2.0,,3
30284,1,FC,107,2, El sistema virtual,,,4.0,,4
5364,3,AC,30,1, Mas cursos de carrera,,,5.0,,3
8278,1,AC,35,1, Porque sus sedes ya tienen muchos alumnos y no hay espacio para todos en los comedores o biblioteca.,,,6.0,,2
17443,3,AC,17,3, Los profesores son muy buenos. Y las actividades y conferencias de la universidad son diversas donde aprendes muchas cosas,,,3.0,,4
25486,2,FC,101,2, la calidad educativa,,,4.0,,4
1934,3,AC,32,4, El wifi se desconecta a cada rato,,,5.0,,3
2199,1,AC,33,6, Calidad de servicios ofrecidos al alumno e ingreso masivo de alumnos cada ciclo.,,,4.0,,3
25475,3,FC,107,9, La bolsa de trabajo para EPE debe mejorar y dar acceso a todos.,,,4.0,,3
25409,3,FC,105,1, la calidad de profesores y la infraestructura de la universidad,,,4.0,,4
20597,3,AC,5,1," La enseÐanza, profesores especializados para los cursos de mi carrera,buen manejo de la informacion y demas servicios dentro de la universidad",,,5.0,,4
26145,1,FC,106,2, Las calidad de enseÐanza,,Delegado,4.0,,4
24734,3,AC,10,3," Cambiar la imagen de la universidad. Que se vuelva màs exigente, el ingreso es muy facil.",,,8.0,,2
22053,2,AC,17,1, La enseÐanza,,,4.0,,4
29344,4,FC,108,4," Su infraestructura, tiene espacios muy buenos para estudiar, ya que cuenta con tecnologÕa avanzado para dictar las clases.",,,4.0,,4
26843,3,FC,107,3, Por que mis amigos y compaÐeros de otros estudios viven en la zona norte de lima y le es muy dificil trasladarse hasta los diferente campus,,,4.0,,1
31892,3,FC,101,4," Mejora en la atenciÑn al alumno en lo mÑdulos presenciales, mejora en la distribuciÑn de la informaciÑn sobre grupos acad_micos o m_ritos que se pueden obtener en cada carrera",,,5.0,,3
30461,2,FC,101,6," La modalidad de estudio, los horarios.",,,4.0,,4
5671,3,AC,5,6, Campus,,,6.0,,3
10334,3,AC,7,1," Mucha gente, poco espacio (MO)",,Delegado,4.0,,4
16343,3,AC,34,2, AtenciÑn,,,7.0,,3
16068,1,AC,33,2," Està acreditada por la WASC. Ademàs estoy muy conforme con la infraestructura, docentes y la malla curricular de mi carrera ya que estos elementos potencian mis talentos y habilidades.",,,6.0,,4
7362,4,AC,3,5, Màs ascensores,,,5.0,,3
17118,1,AC,7,3, Favultad fe arquitectura necesita mas espacio,,,5.0,,3
20134,3,AC,5,5, La enseÐanza y el.m_todo de estudio,,,5.0,,4
16320,3,AC,27,4, Màs actividades que incluyan a alumnos de todo tipo,,,5.0,,3
2151,4,AC,31,5, Es una caca,,Delegado,5.0,,1
29529,3,FC,101,6, La dedicacion de los docentes,,,3.0,,4
22127,1,AC,4,7," horarios, descordinaciones",,,2.0,,1
9282,1,AC,37,2, Las clases virtuales no deberÕan existir.,,Delegado,5.0,,2
16853,4,AC,5,5, Que es un lugar donde puedo aprender con profesores bien capacitados.,,,6.0,,4
24547,1,AC,37,4, La calidad de la enseÐanza,,Delegado,6.0,,4
6825,1,AC,37,4," Nunca hay estacionamientos. La forma de comunicacion con la universidad es ineficiente e imposible; toma horas de horas hacer colas en las sedes, la via telefonica simplememente es inutil y la forma de atencion no resuelve en absoluto los problemas por los que se acude. Deberian pensar mas en los alumnos y menos en la plata. Al parecer solo les interesa lucrar. Las sedes ya no resisten mas gente tampoco.",,,6.0,,1
21103,1,AC,35,7, Buena infraestructura para poder desarrollarse como profesional.,,,6.0,,4
1008,3,AC,25,1, La enseÐanza,,,4.0,,4
27982,4,FC,101,1," Como primer punto, les sugiero que al momento de dar sus informes presencialmente o por internet indiquen que su programa EPE es blended, osea mitad presencial, mitad virtual, ya que una parte de la clase se hace en el aula y la otra el alumno en casa. Personalmente a mi no nunca me informaron que esa era la metodologÕa de estudio. Tambien como sugerencia deberÕan de colocar un curso de letras y otro de numeros, porque llevar 2 cursos de letras es un poco pesado teniendo en cuenta que es semi pr",,,4.0,,2
32260,2,FC,101,1, EnseÐan bien,,,4.0,,3
8842,2,AC,5,1, Al momento de informarme como nuevo ingresante,,,5.0,,2
7162,4,AC,25,3, La buena enseÐanza y la juventud de los profesores,,Delegado,4.0,,4
4489,1,AC,33,1, sistema online,,,4.0,,3
23048,2,AC,31,2, Mal atencion al alumno,,,3.0,,2
1682,3,AC,5,4, El buen nivel de los cursos dictados y la exigencia para aprobarlos.,,Delegado,7.0,,4
26704,2,FC,104,4, Atencion al alumno que sea mas rapido hay demoras por mas de una hora,,,5.0,,2
24949,3,AC,5,3, Puesto que la universidad posee muchos alumnado en esta sede MO,,,6.0,,2
27621,4,FC,101,6," Los cambios de horarios recientes no se avisaron nunca, el àrea de cobranzas nunca responde los tel_fonos y se demoran para responder los correos.",GEA,,4.0,,3
32517,1,FC,107,6, BaÐos sucios. Actualizar blackboard. Calendario,,,3.0,,3
32112,3,FC,105,3, La tecnologÕa,,,2.0,,4
9360,1,AC,17,5, Porque nos brindan las computadoras defectuosas,,,5.0,,2
2131,3,AC,11,2, En el wifi y la atencion al alumno.,,,5.0,,2
21479,4,AC,31,5, Màs es la conveniencia de la universidad que el bienestar y la comodidad de los alumnos,,,3.0,,1
4364,2,AC,29,1, El 2 es muy pequeÐo y presenta muy pocas opciones en lo que respecta a talleres,,,5.0,,2
24351,3,AC,13,2, Las instalaciones deben mejorar,,,6.0,,2
21308,1,AC,33,2, El que me enseÐen la carrera que amo y tengan espacios deportivos para mÕ libre uso.,,,6.0,,4
17354,3,AC,9,1, Debe tener màs espacio en la cafeterÕa,,,4.0,,3
9698,3,AC,25,1, en tener mejor computadoras,,,4.0,,3
14766,3,AC,9,1, Deberian de mejorar un poco en la enseÐanza de algunos profesores,,,6.0,,3
3059,3,AC,14,2, Necesita màs personal en el àrea de atenciÑn al alumno para la pronta respuesta,,,5.0,,3
32509,2,FC,105,1, La exigencia de los profesores...en los cursos y de enfocarnos mas en nuestro proposito de la universidad.,,,4.0,,4
15584,3,AC,11,4, El internet es lento y los profesores no pueden hacer bien sus clases porque no carga el material desde el drive.,,,8.0,,3
11299,3,AC,5,6," Los profesores màs que nada, todos muy capos. Los convenios internacionales",,Delegado,6.0,,4
21783,3,AC,7,1, Porque si xD,,,4.0,,3
28986,1,FC,109,9," Infraestructura, biblioteca, se usa bastante la tecnologia.",,,4.0,,4
14988,3,AC,20,4, Mejorar la admision excelente plana docente en economia,,Delegado,6.0,,4
2600,3,AC,34,7, Falta de Internships en Carrera de MusicaProduccion Musical,,,7.0,,2
7972,1,AC,31,1, Lo que màs valoro es la infraestructura y la enseÐanza de los profesores ademàs de la gran biblioteca y el aula de informàtica,,,3.0,,4
27400,3,FC,107,4, El servicio post alno,,,4.0,,1
29888,2,FC,106,1, DeberÕan preparar a el alumno nuevo (mi caso EPE) para lo q referente a las clases virtuales uso de blackboarn y modalidad de evaluaciÑn. Particularmente ni me informaron ni me capacitaron encima mandan un Manuel despu_s de dos semanas. Cuando ya perdiste clases y notas.,,,4.0,,2
31155,3,FC,106,5, porque es excelente su formaciÑn y tiene buenos profesores,,,3.0,,4
26390,4,PRESENCIAL,214,1," La infraestructura, centro de informaciÑn, profesores capacitados, acceso a la informaciÑn, talleres",,,,,4
22343,1,AC,13,3, MatrÕcula,,Delegado,7.0,,3
13793,3,AC,20,1, Estoy conforme,,,5.0,,4
10861,3,AC,17,2, infraestructura y servicio,,,5.0,,4
18587,1,AC,7,5," Mejor administracion y organizacion en los procesos de matricula. Faltan estacionamientos, muchas veces es necesario hacer cola de 20 minutos para ingresar",,Delegado,5.0,,3
16616,2,AC,5,1," Mas cubiculos, y mas espacios para poder realizar las tareas en grupo",,,4.0,,3
20911,3,AC,14,2, Por el wask,,,6.0,,3
21315,3,AC,28,2, Mas espacio la universidad ha quedado muy pequeÐa,,,5.0,,3
4648,3,AC,20,1, Que sea reconocida internacionalmente,,Delegado,5.0,,4
32702,2,FC,100,6, El horario de clase deberÕa iniciar a las 7 y media,,,4.0,,3
4168,4,AC,3,2, Todo bien pero prefiero la app antigua,,Delegado,6.0,,4
16617,2,AC,25,1, Su infraestructura y su medotodologia de enseÐanzas,,,3.0,,4
30784,4,FC,104,7, Que el trato no es el mismo que pregrado.,,,3.0,,2
14922,3,AC,14,1, Demora de mi tiu,,Delegado,4.0,,3
7674,3,AC,10,5, Los cursos que dictan son demasiado buenos para cada carrera.,,Delegado,7.0,,4
639,3,AC,16,6, Màs lugares para estudiar y almorzar,,,4.0,,3
1955,3,AC,31,8, A pesar de tener ciertas deficiencias con algunos servicios la calidad de los docentes y los recursos acad_micos que hay dentro de la universidad son muy buenos ademàs de los convenios que tiene.,,,4.0,,4
6264,4,AC,14,5, Contratar mejores profesores,GEA,,7.0,,3
9242,3,AC,18,7, suben la pensiÑn cada ciclo de manera realmente exagerada,,Delegado,7.0,,1
16729,1,AC,14,2, Porqu_ es una universidad exigente y de alta calidad acad_mica,,,6.0,,4
17944,3,AC,11,2," Hay màs gente de lo pemitido, no hay donde sentarse y en los huecos no tienes donde trabajar. No le recomendaria ese malestar a nadie",,,7.0,,2
13352,1,AC,33,2," Debe haber estructuras como segundo calificador o màs personas que intervengan en los problemas. Los profesores no deberÕan ser la Ïltima palabra, y mucho menos cuando los libros no los respaldan.",,Delegado,5.0,,3
22642,3,AC,26,2, En la organizacion de los horarios y la descogestion del campus,,,5.0,,3
16162,3,AC,25,2, AtenciÑn al alumno. SelecciÑn de profesores Mayores beneficios. Mayor presupuesto a la investigaciÑn,,,5.0,,3
24047,2,AC,28,1," DeberÕan acceder el traslado màs fàcil y apoyar a los alumnos, dado que hay personas como yo que estàn pagando 600 soles aun llevando cursos me negaron por sacar un 12 en matemàtica y pase el curso. Es mi ultimo intento y espero mejoren",,,4.0,,3
